1,1,373250,1
2,1,20610,1
3,1,1000000,0
4,1,26650,1
5,1,86300,1
6,1,1000000,0
7,1,923780,2
8,1,78620,1
9,1,205620,1
10,1,787810,2
11,1,756840,2
12,1,1000000,0
13,1,281630,2
14,1,193670,1
15,1,30210,1
16,1,1000000,0
17,1,247470,1
18,1,1000000,1
19,1,22280,1
20,1,64340,1
21,1,68870,2
22,1,128370,1
23,1,24330,1
24,1,528860,1
25,1,944590,1
26,1,622640,2
27,1,94680,2
28,1,23320,2
29,1,300290,2
30,1,395280,2
31,1,22650,1
32,1,92570,1
33,1,333750,1
34,1,102580,1
35,1,48520,1
36,1,662650,2
37,1,341000,2
38,1,20850,1
39,1,95860,2
40,1,831610,2
41,1,748240,2
42,1,191130,1
43,1,64220,2
44,1,25050,2
45,1,38680,1
46,1,37030,1
47,1,85240,1
48,1,25760,1
49,1,30000,1
50,1,75220,2
51,1,170710,2
52,1,85780,2
53,1,137620,1
54,1,829920,1
55,1,137580,1
56,1,371710,1
57,1,24180,1
58,1,507700,2
59,1,662710,1
60,1,115710,2
61,1,29470,1
62,1,403540,2
63,1,24490,2
64,1,42830,1
65,1,20850,2
66,1,418340,1
67,1,23270,1
68,1,132480,2
69,1,24570,1
70,1,70660,2
71,1,60060,2
72,1,32520,2
73,1,459970,2
74,1,74190,2
75,1,205740,1
76,1,110960,1
77,1,94650,1
78,1,128220,1
79,1,37590,2
80,1,410870,2
81,1,479320,2
82,1,40560,2
83,1,36430,1
84,1,119310,2
85,1,598530,1
86,1,351530,1
87,1,48980,1
88,1,32080,1
89,1,970730,2
90,1,59220,2
91,1,191860,1
92,1,164580,1
93,1,74810,2
94,1,576280,2
95,1,63200,1
96,1,365670,2
97,1,38640,1
98,1,108830,1
99,1,58590,2
100,1,53140,2
101,1,141880,1
102,1,37910,2
103,1,61700,1
104,1,54340,1
105,1,404140,1
106,1,30910,2
107,1,22960,1
108,1,27610,1
109,1,24660,1
110,1,938630,1
111,1,552700,1
112,1,46750,1
113,1,23140,2
114,1,314380,1
115,1,463930,2
116,1,52220,2
117,1,23980,1
118,1,75640,2
119,1,877590,2
120,1,31230,2
121,1,673260,1
122,1,548590,2
123,1,31580,1
124,1,21650,2
125,1,80300,1
126,1,22700,1
127,1,697040,2
128,1,25130,2
129,1,779040,1
130,1,158410,2
131,1,23140,1
132,1,540760,2
133,1,76240,2
134,1,903410,1
135,1,258560,1
136,1,852810,1
137,1,144400,2
138,1,37330,1
139,1,30940,1
140,1,20920,1
141,1,22700,2
142,1,203850,2
143,1,67080,1
144,1,640270,2
145,1,31710,1
146,1,230110,1
147,1,203030,2
148,1,65310,1
149,1,27760,1
150,1,36360,1
151,1,39770,1
152,1,354930,2
153,1,37570,1
154,1,784530,2
155,1,33360,2
156,1,91690,1
157,1,23600,1
158,1,243910,2
159,1,418900,1
160,1,79430,1
161,1,110780,2
162,1,38690,1
163,1,28580,2
164,1,20680,2
165,1,37430,1
166,1,249120,1
167,1,545550,2
168,1,754770,2
169,1,21790,1
170,1,499570,2
171,1,566170,2
172,1,120020,2
173,1,678600,2
174,1,112720,2
175,1,20480,2
176,1,36490,2
177,1,62060,1
178,1,630610,2
179,1,147500,1
180,1,490680,1
181,1,112950,2
182,1,59900,1
183,1,25910,2
184,1,160900,2
185,1,394330,2
186,1,889310,2
187,1,156280,2
188,1,849600,2
189,1,77610,1
190,1,22400,2
191,1,107040,1
192,1,422880,1
193,1,226250,1
194,1,453120,1
195,1,70100,2
196,1,70140,1
197,1,21650,1
198,1,68780,2
199,1,93390,2
200,1,84420,1
201,1,23040,2
202,1,83550,1
203,1,700640,1
204,1,20370,1
205,1,97960,2
206,1,324220,2
207,1,113540,1
208,1,341520,2
209,1,181710,1
210,1,60540,1
211,1,92640,1
212,1,46380,2
213,1,527160,2
214,1,113660,1
215,1,311690,1
216,1,271280,1
217,1,75050,2
218,1,29600,1
219,1,66450,2
220,1,115090,2
221,1,23870,1
222,1,116180,2
223,1,478230,2
224,1,260070,2
225,1,53880,1
226,1,24430,2
227,1,379550,2
228,1,36420,2
229,1,50190,2
230,1,61920,2
231,1,208060,1
232,1,599010,1
233,1,87990,1
234,1,210720,1
235,1,448710,1
236,1,218460,1
237,1,42750,1
238,1,239700,2
239,1,42370,2
240,1,109830,1
241,1,46670,2
242,1,701930,2
243,1,128160,1
244,1,27010,1
245,1,51020,1
246,1,28260,1
247,1,40010,2
248,1,261730,1
249,1,390880,1
250,1,32880,1
251,1,591660,1
252,1,649720,1
253,1,382650,1
254,1,62730,2
255,1,139830,2
256,1,111800,1
257,1,133760,2
258,1,159190,2
259,1,23710,2
260,1,253960,1
261,1,162530,1
262,1,22640,1
263,1,168860,1
264,1,43120,1
265,1,339180,2
266,1,289750,1
267,1,120790,1
268,1,41320,1
269,1,918970,2
270,1,47270,2
271,1,919410,2
272,1,374100,2
273,1,187960,2
274,1,741580,2
275,1,450310,1
276,1,154370,1
277,1,100330,1
278,1,48340,1
279,1,39190,1
280,1,34790,2
281,1,170050,1
282,1,33670,2
283,1,537920,2
284,1,28760,1
285,1,630030,2
286,1,65750,2
287,1,858900,1
288,1,73410,1
289,1,746630,1
290,1,828310,2
291,1,718880,2
292,1,633680,1
293,1,40630,1
294,1,22460,1
295,1,33450,1
296,1,38370,1
297,1,53800,2
298,1,63970,2
299,1,386830,1
300,1,95770,1
301,1,936880,2
302,1,795280,1
303,1,662210,2
304,1,31590,2
305,1,24880,1
306,1,29220,2
307,1,56430,2
308,1,353270,2
309,1,61090,1
310,1,305710,2
